Gracz1:Kacper Jego znak:Kółko Gracz 2: Kacper2 Jego znak:Krzyżyk Wygrał:Kacper
Gracz1:Kacper Jego znak:Krzyżyk Gracz 2: Kacper2 Jego znak:Kółko Wygrał:Kacper
Gracz1:sa Jego znak:Krzyżyk Gracz 2: ki Jego znak:Kółko Wygrał:sa
